﻿﻿﻿﻿chapter,arabic,korean,example_sentence,sentence_korean
9과,رَجَعَ,돌아왔는데,رَجَعَ أَخِي مِنَ الْقَاهِرَةِ، وَكَانَ قَدْ أَكْمَلَ دِرَاسَتَهُ.,"내 형제는 카이로에서 (돌아왔는데), 그는 이미 학업을 마쳤었다."
9과,أَكْمَلَ,마쳤었다,وَكَانَ قَدْ أَكْمَلَ دِرَاسَتَهُ.,그리고 그는 이미 학업을 (마쳤었다). (대과거)
9과,دَخَلَ,들어왔을,عِنْدَمَا دَخَلَ الْمُدَرِّسُ الصَّفَّ، كَانَ الطُّلَّابُ قَدْ خَرَجُوا.,"선생님이 교실에 (들어왔을) 때, 학생들은 이미 나가버렸었다."
9과,خَرَجُوا,나가버렸었다,كَانَ الطُّلَّابُ قَدْ خَرَجُوا.,학생들은 이미 (나가버렸었다). (대과거)
9과,رَجَعَ,돌아왔고,رَجَعَ أَخِي مِنْ أَمْرِيكَا، وَكَانَ قَدْ حَصَلَ عَلَى شَهَادَةِ الدُّكْتُورَاه.,"내 형제는 미국에서 (돌아왔고), 박사 학위를 취득했었다."
9과,حَصَلَ,취득했었다,وَكَانَ قَدْ حَصَلَ عَلَى شَهَادَةِ الدُّكْتُورَاه.,그리고 그는 박사 학위를 (취득했었다).
9과,وَصَلْتُ,도착했을,عِنْدَمَا وَصَلْتُ إِلَى الْمَكْتَبَةِ كَانُوا قَدْ خَرَجُوا.,내가 도서관에 (도착했을) 때 그들은 이미 나갔었다.
9과,أَكُنْ,아니었다,لَمْ أَكُنْ طَالِبًا فِي الْمَدْرَسَةِ.,나는 그 학교 학생이 (아니었다).
9과,تَكُنْ,아니었다,لَمْ تَكُنْ مُدَرِّسَةً فِي الْمَدْرَسَةِ.,그녀는 그 학교 선생님이 (아니었다).
9과,أَكُنْ,있지,لَمْ أَكُنْ فِي الْبَيْتِ قَبْلَ سَاعَةٍ.,한 시간 전에 나는 집에 (있지) 않았다.
9과,تَكُنْ,아니었다,لَمْ تَكُنْ مُوَظَّفًا فِي الْبَنْكِ.,그는 은행 직원이 (아니었다).
9과,يَكُونُوا,아니었다,لَمْ يَكُونُوا مُوَظَّفِينَ حُكُومِيِّينَ.,그들은 공무원이 (아니었다).
9과,يَكُنَّ,아니었다,لَمْ يَكُنَّ طَالِبَاتٍ غَرِيبَاتٍ.,그녀들은 아랍 학생들이 (아니었다).
9과,كُنْتُ,않았다,مَا كُنْتُ فِي الْمَدْرَسَةِ.,나는 학교에 있지 (않았다). (ma 사용)
9과,كَانَ,없었다,مَا كَانَ هُنَاكَ طَاوِلَةٌ فِي الْمَكْتَبِ.,사무실에 탁자가 (없었다). (ma 사용)
9과,أَكُنْ,아니었다,لَمْ أَكُنْ مُدَرِّسًا فِي الْجَامِعَةِ.,나는 대학 강사가 (아니었다).
9과,كَانَ,오래되지,كَانَ الْبِنَاءُ قَدِيمًا جِدًّا. -> لَمْ يَكُنِ الْبِنَاءُ قَدِيمًا جِدًّا.,건물은 매우 (오래되지) 않았다.
9과,كُنْتُ,아니었다,كُنْتُ طَالِبًا فِي الْمَدْرَسَةِ. -> لَمْ أَكُنْ طَالِبًا.,나는 학교 학생이 (아니었다).
9과,كَانَتْ,아니었다,كَانَتْ صَدِيقَتِي مُوَظَّفَةً. -> لَمْ تَكُنْ صَدِيقَتِي مُوَظَّفَةً.,내 여자친구는 직원이 (아니었다).
9과,كَانَ,없었다,كَانَ الْمُدِيرُ فِي مَكْتَبِهِ. -> لَمْ يَكُنِ الْمُدِيرُ فِي مَكْتَبِهِ.,이사는 그의 사무실에 (없었다).
9과,كَانُوا,아니었다,كَانُوا مُهَنْدِسِينَ فِي الْمَصْنَعِ. -> لَمْ يَكُونُوا مُهَنْدِسِينَ.,그들은 공장 엔지니어가 (아니었다).
9과,كَانَ,아니었다,كَانَ أُسْتَاذًا فِي قِسْمِنَا. -> لَمْ يَكُنْ أُسْتَاذًا.,그는 우리 과 교수가 (아니었다).
9과,كُنَّ,아니었다,كُنَّ مُوَظَّفَاتٍ فِي شَرِكَةٍ عَرَبِيَّةٍ. -> لَمْ يَكُنَّ مُوَظَّفَاتٍ.,그녀들은 아랍 회사 직원들이 (아니었다).
9과,كَانَتِ,없었다,كَانَتِ الْأُسْتَاذَاتُ فِي الْمَطْعَمِ. -> لَمْ تَكُنِ الْأُسْتَاذَاتُ فِي الْمَطْعَمِ.,여교수님들은 식당에 (없었다).
9과,سَيَكُونُ,될,سَيَكُونُ طَالِبًا فِي الْجَامِعَةِ.,그는 대학생이 (될) 것이다.
9과,تَكُونُ,있을,سَوْفَ تَكُونُ فَاطِمَةُ فِي أَمْرِيكَا بَعْدَ شَهْرٍ.,파티마는 한 달 뒤에 미국에 (있을) 것이다.
9과,سَأَكُونُ,될,أَنَا أُسْتَاذٌ فِي الْجَامِعَةِ. -> سَأَكُونُ أُسْتَاذًا.,나는 대학 교수가 (될) 것이다.
9과,سَأَكُونُ,될,أَنَا مُهَنْدِسٌ فِي الْمَصْنَعِ. -> سَأَكُونُ مُهَنْدِسًا.,나는 공장의 엔지니어가 (될) 것이다.
9과,سَتَكُونُ,있을,أَنْتَ مَوْجُودٌ هُنَاكَ. -> سَتَكُونُ مَوْجُودًا هُنَاكَ.,너는 저기에 (있을) 것이다.
9과,سَتَكُونِينَ,될,أَنْتِ مُدِيرَةٌ فِي الْمَدْرَسَةِ. -> سَتَكُونِينَ مُدِيرَةً.,너(여)는 학교 관리자가 (될) 것이다.
9과,سَيَكُونُ,있을,اَلْأُسْتَاذُ فِي الْقَاهِرَةِ. -> سَيَكُونُ الْأُسْتَاذُ فِي الْقَاهِرَةِ.,교수님은 카이로에 (있을) 것이다.
9과,سَتَكُونُ,될,مَرْيَمُ مُدَرِّسَةٌ فِي الْمَدْرَسَةِ. -> سَتَكُونُ مَرْيَمُ مُدَرِّسَةً.,마르얌은 학교 선생님이 (될) 것이다.
9과,سَيَكُونُونَ,될,هُمْ مُوَظَّفُونَ فِي الْبَنْكِ. -> سَيَكُونُونَ مُوَظَّفِينَ.,그들은 은행 직원이 (될) 것이다.
9과,سَيَكُونُ,좋을,أَلْجَوُّ لَطِيفٌ غَدًا. -> سَيَكُونُ الْجَوُّ لَطِيفًا.,내일은 날씨가 (좋을/상쾌할) 것이다.
9과,سَنَكُونُ,될,نَحْنُ طُلَّابٌ جُدُدٌ. -> سَنَكُونُ طُلَّابًا جُدُدًا.,우리는 신입생이 (될) 것이다.
9과,كُلَّ,매일,دَرَسْنَا كُلَّ الدَّرْسِ. / دَرَسْنَا الدَّرْسَ كُلَّهُ.,우리는 (매일) 공부했다. / 우리는 그 과 전체를 공부했다.
9과,كُلُّ,모든,يَعْمَلُ كُلُّ الْمُوَظَّفِينَ فِي الشَّرِكَةِ., (모든) 직원들이 그 회사에서 일한다.
9과,كُلَّ,모든,قَرَأَ الطَّالِبُ كُلَّ الْكُتُبِ.,그 학생은 (모든) 책들을 읽었다.
9과,كُلُّ,모든,كُلُّ حَيَاتِهِ عَمَلٌ.,그의 (모든) 삶은 일이다.
9과,كُلَّ,매일,أَذْهَبُ إِلَى الْمَكْتَبَةِ كُلَّ يَوْمٍ.,나는 (매일) 도서관에 간다.
9과,كُلَّ,전체,قَرَأْتُ كُلَّ الْكِتَابِ.,나는 책 (전체)를 읽었다.
9과,كُلُّ,모든,وَصَلَ كُلُّ الطُّلَّابِ إِلَى الْمَطَارِ., (모든) 학생들이 공항에 도착했다.
9과,كُلَّ,모든,ذَهَبْتُ لِزِيَارَةِ كُلَّ آثَارِ لُبْنَانَ.,나는 레바논의 (모든) 유적을 방문하러 갔다.
9과,كُلًّا,다,أَكَلْتُ كُلًّا مِنَ الْكَبَابِ وَالْكُبْسَةِ.,나는 케밥과 캅사를 둘 (다) 먹었다.
9과,كُلُّ,모든,يَسْكُنُ كُلُّ أَصْدِقَائِي فِي سِيئُول.,내 (모든) 친구들은 서울에 산다.
9과,كُلُّهُمْ,모두,اَلْأَسَاتِذَةُ كُلُّهُمْ شَرِبُوا الشَّايَ.,교수님들은 (모두) 차를 마셨다.
9과,كُلَّ,다,سَأَنْقُلُ إِلَيْكُمْ كُلَّ الْأَخْبَارِ.,내가 너희에게 (다) 소식을 전할 것이다.
9과,كُلَّ,매년,أَذْهَبُ إِلَى الْيَابَانِ كُلَّ سَنَةٍ.,나는 (매년) 일본에 간다.
9과,كُلِّ,모든,بِسِعْرِ كُلِّ الْمَلَابِسِ فِي هٰذَا الْمَحَلِّ غَالٍ.,이 가게의 (모든) 옷 가격은 비싸다.
9과,بَعْضُ,몇몇,بَعْضُ الْمُهَنْدِسِينَ يَعْمَلُونَ فِي هٰذَا الْمَصْنَعِ., (몇몇) 기술자들이 이 공장에서 일한다.
9과,بَعْضِ,일부,فِي بَعْضِ الْمَدَارِسِ., (일부) 학교들에서.
9과,بَعْضَ,일부,أَكَلْتُ بَعْضَ الْأَكْلِ.,나는 음식의 (일부)를 먹었다.
9과,بَعْضُ,몇몇,بَعْضُ الطُّلَّابِ فِي مَكْتَبِ الْأُسْتَاذِ., (몇몇) 학생들은 교수님 사무실에 있다.
9과,بَعْضُ,몇몇,بَعْضُ الْأَسَاتِذَةِ مِنَ السُّعُودِيَّةِ., (몇몇) 교수님들은 사우디아라비아 출신이다.
9과,بَعْضَ,몇,قَرَأْتُ بَعْضَ الْجُمَلِ فِي الْكِتَابِ.,나는 책에서 (몇) 문장을 읽었다.
9과,بَعْضِ,약간,بَدَأَتِ الدِّرَاسَةُ فِي بَعْضِ الْمَدَارِسِ.,지난주에 (약간/일부) 학교들에서 수업이 시작되었다.
9과,جَمِيعُ,모든,حَضَرَ جَمِيعُ الْمُوَظَّفِينَ., (모든) 직원들이 참석했다.
9과,الْجَمِيعُ,모두,وَصَلَ الْجَمِيعُ (الْكُلُّ)., (모두) 도착했다.
10과,اخْتِبَارُ,시험,سَيَبْدَأُ اخْتِبَارُ الْكُورِيَّةِ بَعْدَ أَرْبَعَةِ أَيَّامٍ.,한국어 (시험)이 4일 뒤에 시작될 것이다.
10과,أَرْبَعَةِ,4일,سَيَبْدَأُ اخْتِبَارُ الْكُورِيَّةِ بَعْدَ أَرْبَعَةِ أَيَّامٍ.,한국어 시험이 (4일) 뒤에 시작될 것이다.
10과,الْمَدْرَسَةِ,학교,أَنَا طَالِبَةٌ فِي السَّنَةِ الثَّانِيَةِ مِنَ الْمَدْرَسَةِ الثَّانَوِيَّةِ.,나는 고등(학교) 2학년 학생이다.
10과,الثَّانِيَةِ,2학년,أَنَا طَالِبَةٌ فِي السَّنَةِ الثَّانِيَةِ مِنَ الْمَدْرَسَةِ الثَّانَوِيَّةِ.,나는 고등학교 (2학년) 학생이다.
10과,أَصْحُو,일어난다,أَصْحُو صَبَاحًا.,나는 아침에 (일어난다).
10과,الْفُطُورَ,아침식사,آكُلُ الْفُطُورَ السَّاعَةَ السَّابِعَةَ.,나는 7시에 (아침식사)를 먹는다.
10과,السَّابِعَةَ,7시,آكُلُ الْفُطُورَ السَّاعَةَ السَّابِعَةَ.,나는 (7시)에 아침식사를 먹는다.
10과,أَخْرُجُ,나간다,ثُمَّ أَخْرُجُ مِنَ الْبَيْتِ السَّاعَةَ الثَّامِنَةَ وَالنِّصْفَ.,그리고 나서 8시 반에 집에서 (나간다).
10과,الثَّامِنَةَ,8시,أَخْرُجُ السَّاعَةَ الثَّامِنَةَ وَالنِّصْفَ.,나는 (8시) 반에 나간다.
10과,النِّصْفَ,반,أَخْرُجُ السَّاعَةَ الثَّامِنَةَ وَالنِّصْفَ.,나는 8시 (반)에 나간다.
10과,بِالْحَافِلَةِ,버스로,أَذْهَبُ إِلَى الْمَدْرَسَةِ بِالْحَافِلَةِ.,나는 (버스로) 학교에 간다.
10과,أَرْجِعُ,돌아온다,أَرْجِعُ إِلَى الْبَيْتِ السَّاعَةَ السَّادِسَةَ مَسَاءً.,나는 저녁 6시에 집으로 (돌아온다).
10과,السَّادِسَةَ,6시,أَرْجِعُ إِلَى الْبَيْتِ السَّاعَةَ السَّادِسَةَ مَسَاءً.,나는 저녁 (6시)에 집으로 돌아온다.
10과,الْعَشَاءَ,저녁식사,آكُلُ الْعَشَاءَ مَعَ أُسْرَتِي.,나는 가족과 (저녁식사)를 먹는다.
10과,النَّادِي,클럽,أَذْهَبُ إِلَى النَّادِي الرِّيَاضِيِّ.,나는 스포츠 (클럽)으로 간다.
10과,كُرَةَ الْيَدِ,핸드볼,أَلْعَبُ كُرَةَ الْيَدِ هُنَاكَ.,나는 거기서 (핸드볼)을 한다.
10과,كَمْ,몇,كَمْ كِتَابًا لَكَ؟,너는 책을 (몇) 권 가지고 있니?
10과,كِتَابًا,책,كَمْ كِتَابًا لَكَ؟,너는 (책)을 몇 권 가지고 있니?
10과,حِصَّةً,강의,كَمْ حِصَّةً تَدْرُسُ فِي الْيَوْمِ؟,너는 하루에 몇 (강의)를 듣니?
10과,بِكَمْ,얼마,بِكَمْ هٰذَا؟,이것은 (얼마)입니까?
10과,شَهْرًا,달,كَمْ شَهْرًا الْعُطْلَةُ؟,방학은 몇 (달)이니?
10과,سَاعَةً,시간,كَمْ سَاعَةً تَنَامُ فِي الْيَوْمِ؟,너는 하루에 몇 (시간) 자니?
10과,أَيُّ,어떤,أَيُّ كِتَابٍ هٰذَا؟,이것은 (어떤) 책이니?
10과,أَيِّ,어느,مِنْ أَيِّ بَلَدٍ أَنْتَ؟,너는 (어느) 나라에서 왔니?
10과,طَعَامٍ,음식,أَيَّ طَعَامٍ تَأْكُلُ؟,너는 어떤 (음식)을 먹니?
10과,ثَلَاثَةُ,3명,ثَلَاثَةُ رِجَالٍ.,(3명)의 남자.
10과,الْأَوَّلُ,첫,الدَّرْسُ الْأَوَّلُ سَهْلٌ.,(첫) 번째 과는 쉽다.
10과,الثَّالِثَةِ,3등,حَصَلْتُ عَلَى الْمَرْتَبَةِ الثَّالِثَةِ.,나는 (3등)을 했다.
10과,ثَمَانِي,8명,حَضَرَتْ ثَمَانِي طَالِبَاتٍ.,(8명)의 여학생들이 참석했다.
10과,اثْنَا عَشَرَ,12권,عَلَى الطَّاوِلَةِ هُنَاكَ اثْنَا عَشَرَ كِتَابًا.,탁자 위에 (12권)의 책이 있다.
10과,ثَلَاثَةَ عَشَرَ,13명,فِي الصَّفِّ هُنَاكَ ثَلَاثَةَ عَشَرَ طَالِبًا.,교실에는 (13명)의 남학생이 있다.
10과,خَمْسَ عَشْرَةَ,15명,وَخَمْسَ عَشْرَةَ طَالِبَةً.,그리고 (15명)의 여학생이 있다.
10과,الرَّابِعَ عَشَرَ,14과,دَرَسْتُ الدَّرْسَ الرَّابِعَ عَشَرَ أَمْسِ.,나는 어제 제(14과)를 공부했다.
10과,الْحَادِي عَشَرَ,11일,الْيَوْمُ هُوَ الْيَوْمُ الْحَادِي عَشَرَ مِنْ شَهْرِ مَايُو.,오늘은 5월 (11일)이다.
10과,خَمْسُونَ,50명,رَجَعَ خَمْسُونَ زَائِرًا إِلَى بَلَدِهِمْ.,(50명)의 방문객이 고국으로 돌아갔다.
10과,الْحَادِي وَالْعِشْرُونَ,21일,الْيَوْمُ هُوَ الْيَوْمُ الْحَادِي وَالْعِشْرُونَ مِنْ شَهْرِ مَارِس.,오늘은 3월 (21일)이다.
10과,الْأَرْبَعِينَ,40층,الْغُرْفَةُ 21 فِي الطَّابِقِ الْأَرْبَعِينَ.,(40층)에 있는 21호실.
10과,الْحَادِيَةَ وَالثَّلَاثِينَ,31번째,قَرَأْتُ الْجُمْلَةَ الْحَادِيَةَ وَالثَّلَاثِينَ.,나는 (31번째) 문장을 읽었다.
10과,مِئَةُ,100권,مِئَةُ كِتَابٍ.,(100권)의 책.
10과,مِئَتَا,200명,مِئَتَا بِنْتٍ.,(200명)의 소녀.
10과,أَرْبَعُمِئَةِ,400권,أَرْبَعُمِئَةِ كِتَابٍ.,(400권)의 책.
10과,مِئَاتٌ,수백,مِئَاتٌ مِنَ الطُّلَّابِ.,(수백) 명의 학생들.
10과,أَلْفٌ,1000,أَلْفٌ.,(1000).
10과,عَشَرَةَ,10권,سَأَقْرَأُ عَشَرَةَ كُتُبٍ.,나는 (10권)의 책을 읽을 것이다.
10과,خَمْسَةُ,5명,حَضَرَ خَمْسَةُ مُوَظَّفِينَ.,(5명)의 직원이 참석했다.
10과,سَبْعَةَ عَشَرَ,17명,يَعْمَلُ سَبْعَةَ عَشَرَ مُدَرِّسًا.,(17명)의 남선생님이 일한다.
10과,عَشْرُ,10명,وَعَشْرُ مُدَرِّسَاتٍ فِي الْمَدْرَسَةِ.,그리고 (10명)의 여선생님이 학교에서 일한다.
